"","clust","label","nsnp","min_p","fisher"
"434",4,"forearm bone mineral density",3,0.118018,0.2166521485071
"435",4,"sitting height ratio",3,0.091,0.218161517864131
"436",5,"neuroticism",4,0.1132,0.221123251432209
"437",6,"schizophrenia",6,0.03802,0.221345951547079
"438",2,"adiponectin",15,0.0380554,0.22206183069413
"439",3,"parents age at death",4,0.016,0.222218811034415
"440",2,"forearm bone mineral density",24,0.030277,0.22280374087864
"441",6,"sleep duration",5,0.14,0.222998405198219
"442",7,"fasting glucose",4,0.02843,0.224573066561177
"443",2,"selenium",15,0.0065,0.225076811204101
"444",14,"ldl cholesterol",3,0.02705,0.225398107464273
"445",10,"amyotrophic lateral sclerosis",5,0.0173028525667231,0.225679260675967
"446",10,"difference in height between childhood and adulthood",3,0.0734442966833696,0.225902224173682
"447",23,"g speed factor",3,0.1172,0.225971801647112
"448",179,"sleep duration",3,0.04,0.227316879480092
"449",10,"difference in height between adolescence and adulthood",3,0.0410330641779853,0.228271012994387
"450",5,"nucleus accumbens volume",3,0.14,0.230948633863771
"451",20,"infant head circumference",3,0.0623,0.233993104318597
"452",26,"squamous cell lung cancer",3,0.032848,0.234349823848048
"453",179,"ulcerative colitis",3,0.133,0.234975861461624
"454",20,"extreme height",3,0.047,0.235499443347891
"455",1,"anorexia nervosa",4,0.125998,0.237583071079108
"456",2,"lung adenocarcinoma",25,0.007221,0.237985421328455
"457",14,"transferrin saturation",3,0.1353,0.239782535699301
"458",2,"obesity class 3",15,0.0041,0.239921555636686
"459",18,"systemic lupus erythematosus",3,0.148005,0.241152900652873
"460",140,"amygdala volume",3,0.05488,0.24184528811873
"461",5,"depressive symptoms",4,0.1077,0.242271768107252
"462",1,"inflammatory bowel disease",7,0.03429,0.2425270402777
"463",26,"depressive symptoms",3,0.02507,0.242598337702094
"464",7,"height",4,0.16,0.242599411984242
"465",14,"heart rate",3,0.1296,0.243980145452605
"466",18,"hippocampus volume",3,0.1434,0.244319370818852
"467",7,"rheumatoid arthritis",5,0.06,0.244327793618467
"468",14,"neoconscientiousness",3,0.05301,0.245288579977901
"469",20,"chronotype",3,0.092,0.245313135613242
"470",2,"leptin",15,0.02003,0.247003997928165
"471",3,"sitting height ratio",4,0.074,0.247077742606409
"472",1,"waisttohip ratio",5,0.07,0.247619942807541
"473",38,"neuroticism",3,0.05027,0.24946143061049
"474",23,"cigarettes smoked per day",3,0.167,0.249634594863801
"475",5,"top 1  survival",5,0.13,0.252946000161434
"476",12,"thalamus volume",3,0.1936,0.253259896801111
"477",38,"intracranial volume",3,0.06981,0.253468004036951
"478",3,"schizophrenia",4,0.0823,0.253551031514579
"479",38,"chronotype",3,0.084,0.255178180310191
"480",14,"percent emphysema",3,0.07021,0.257191367707293
"481",13,"femoral neck bone mineral density",3,0.217644,0.25769184260182
"482",140,"lung adenocarcinoma",3,0.176387,0.258273779270842
"483",7,"homair",4,0.1069,0.259065196110854
"484",20,"2hr glucose",3,0.08228,0.259372374892715
"485",14,"simple reaction time",3,0.0305,0.259642731290683
"486",2,"pagets disease",15,0.0178558483172621,0.261467971032007
"487",6,"intracranial volume",4,0.02513,0.262122287560416
"488",179,"femoral neck bone mineral density",3,0.097205,0.263990298456338
"489",12,"neuroticism",3,0.1147,0.264263306129244
"490",10,"g speed factor",3,0.2163,0.264513129509772
"491",14,"iron",3,0.05963,0.264532544973042
"492",12,"lung cancer",3,0.087285,0.265200899081596
"493",23,"former vs current smoker",3,0.1442,0.266828601228563
"494",10,"obesity class 1",3,0.13,0.267029893917724
"495",23,"creactive protein",3,0.1523,0.267538339851363
"496",1,"thalamus volume",7,0.09392,0.268433960106614
"497",2,"homab",15,0.04353,0.268498269707645
"498",14,"putamen volume",3,0.1226,0.268788852790059
"499",2,"college completion",14,0.01843,0.270596770038002
"500",1,"caudate volume",7,0.05775,0.271233178836985
"501",23,"pagets disease",3,0.0590699614585282,0.27197834560281
"502",6,"femoral neck bone mineral density",5,0.064404,0.272005520526093
"503",140,"femoral neck bone mineral density",3,0.047197,0.272174058435196
"504",11,"eczema",3,0.067839,0.27235348284204
"505",2,"hippocampus volume",23,0.02948,0.273381935182946
"506",2,"g speed factor",15,0.02309,0.274683029923801
"507",13,"rheumatoid arthritis",3,0.12,0.274712858685808
"508",179,"squamous cell lung cancer",3,0.149007,0.275045030420054
"509",2,"hba1c",15,0.01624,0.275253921167185
"510",179,"putamen volume",3,0.1711,0.276223044617374
"511",20,"serum creatinine egfrcrea",3,0.052,0.276422683121791
"512",23,"pallidum volume",3,0.1878,0.278542995278804
"513",17,"mothers age at death",4,0.081,0.279819132854593
"514",7,"homab",4,0.1645,0.280034340117961
"515",17,"lung adenocarcinoma",4,0.083618,0.280667163793631
"516",1,"selenium",5,0.016,0.28090311755116
"517",7,"extreme body mass index",4,0.14,0.283184865341917
"518",7,"autism",3,0.03937,0.283725480689028
"519",20,"birth weight",3,0.16,0.284970552815102
"520",6,"amygdala volume",4,0.112,0.285154795994962
"521",17,"lung cancer",4,0.087834,0.285974735477494
"522",2,"obesity class 2",15,0.064,0.286428957370988
"523",7,"neoneuroticism",4,0.1209,0.287406454868723
"524",10,"zinc",3,0.055,0.287774054425336
"525",14,"neoagreeableness",3,0.1885,0.288096248089994
"526",11,"amygdala volume",3,0.09506,0.288170850414292
"527",10,"mean cell haemoglobin concentration",3,0.08325,0.28922990493418
"528",20,"mean cell haemoglobin",3,0.05383,0.291028470026571
"529",38,"inflammatory bowel disease",3,0.1435,0.29170832604901
"530",1,"hip circumference",5,0.12,0.292244733100064
"531",7,"neoopenness to experience",4,0.1046,0.292692905376096
"532",1,"lung cancer",7,0.084892,0.293008390241749
"533",10,"adiponectin",4,0.1631301,0.293157470804817
"534",3,"mothers age at death",4,0.17,0.295198481173229
"535",10,"chronotype",5,0.066,0.295267560674942
"536",14,"body mass index",3,0.0622,0.296258639447497
"537",2,"difference in height between adolescence and adulthood",15,0.0498904882723646,0.296587251884063
"538",5,"forearm bone mineral density",4,0.028781,0.296704069847467
"539",20,"plasma cortisol",3,0.207713,0.297230630821505
"540",9,"forearm bone mineral density",3,0.219981,0.298421876697271
"541",2,"plasma cortisol",15,0.046844,0.298766549584773
"542",6,"squamous cell lung cancer",5,0.032641,0.300345240419286
"543",20,"urinary albumintocreatinine ratio",3,0.21,0.301228711484975
"544",7,"haemoglobin concentration",4,0.05765,0.301683328139753
"545",4,"schizophrenia",3,0.1316,0.30287610642796
"546",10,"neoagreeableness",3,0.2373,0.303875034106957
"547",23,"homab",3,0.1004,0.304388964727951
"548",1,"ldl cholesterol",5,0.09272,0.30530397924544
"549",20,"symbol search",3,0.176055630379224,0.305359319428024
"550",14,"fathers age at death",4,0.11,0.305517462035587
"551",5,"mothers age at death",5,0.12,0.305879715767716
"552",4,"eczema",3,0.166276,0.306077445130092
"553",7,"packed cell volume",4,0.02552,0.307251026576365
"554",140,"neuroticism",3,0.08298,0.307486783399264
"555",10,"internalizing problems",3,0.1179,0.307652958921901
"556",4,"rheumatoid arthritis",3,0.15,0.308470706486213
"557",7,"alzheimers disease",5,0.0827,0.309690296540831
"558",1,"hba1c",5,0.08706,0.309717755311624
"559",17,"bulimia nervosa",4,0.06323,0.310042094268331
"560",23,"neoneuroticism",3,0.1388,0.310205548661764
"561",7,"selenium",4,0.154,0.310410971679772
"562",20,"zinc",3,0.181,0.311226101628853
"563",9,"birth weight",3,0.087,0.311934836048252
"564",2,"haemoglobin concentration",15,0.05822,0.312813245186655
"565",10,"fasting insulin",3,0.1067,0.315062029315119
"566",17,"neuroticism",4,0.1039,0.315368952603993
"567",20,"total cholesterol",3,0.06496,0.317103101749594
"568",14,"years of schooling",4,0.09333,0.318252191744019
"569",18,"squamous cell lung cancer",3,0.22065,0.318457058172321
"570",11,"birth weight",3,0.17,0.319143748836201
"571",3,"systemic lupus erythematosus",4,0.0842106,0.319898001447108
"572",23,"infant head circumference",3,0.2,0.320838468032682
"573",26,"coronary heart disease",3,0.1930992,0.321061719048186
"574",179,"rheumatoid arthritis",3,0.18,0.321218262646206
"575",7,"eczema",5,0.068329,0.322943574671095
"576",2,"neuroticism",25,0.006976,0.325047680317484
"577",7,"type 2 diabetes",4,0.082,0.326525227766214
"578",7,"lung cancer",5,0.095157,0.327231049984331
"579",10,"alzheimers disease",4,0.1533,0.328765187491202
"580",1,"childhood obesity",5,0.2457,0.329821361081659
"581",17,"fathers age at death",4,0.19,0.330878846378768
"582",1,"mean platelet volume",6,0.096,0.33092765174144
"583",17,"sitting height ratio",4,0.17,0.333337220199413
"584",14,"subjective well being",3,0.071,0.333435379906782
"585",7,"platelet count",4,0.04205,0.334944714985734
"586",38,"lung adenocarcinoma",3,0.181571,0.336206810461911
"587",7,"fathers age at death",5,0.071,0.336739837687629
"588",23,"systemic lupus erythematosus",4,0.126848,0.336756766495067
"589",140,"crohns disease",3,0.07685,0.339848918876327
"590",23,"fathers age at death",4,0.16,0.340365927015268
"591",23,"zinc",3,0.122,0.341527950925428
"592",1,"corrected insulin response",5,0.1171,0.346253880341384
"593",7,"schizophrenia",5,0.09744,0.346901841125511
"594",23,"forearm bone mineral density",3,0.174916,0.348079403058477
"595",9,"schizophrenia",3,0.173,0.350711559294978
"596",3,"neuroticism",4,0.2355,0.351065472337805
"597",3,"eczema",4,0.051031,0.351729500336238
"598",12,"coronary heart disease",3,0.2755664,0.352690127899308
"599",20,"fasting glucose",3,0.08331,0.353442367642974
"600",18,"intracranial volume",3,0.05495,0.353598420600734
"601",14,"bipolar disorder",3,0.05226,0.354546082283392
"602",20,"simple reaction time",3,0.1426,0.355063183529016
"603",14,"sitting height ratio",4,0.06,0.355652603781636
"604",10,"iron",3,0.1578,0.356701131632904
"605",17,"pallidum volume",4,0.09706,0.359191816426731
"606",20,"forearm bone mineral density",3,0.085986,0.359803421571056
"607",3,"top 1  survival",4,0.045,0.360191766711533
"608",12,"intracranial volume",3,0.1055,0.361243507886349
"609",9,"amygdala volume",3,0.3055,0.361504242194154
"610",7,"4choice reaction time",4,0.1905,0.361980978336018
"611",7,"neoagreeableness",4,0.2593,0.362860497668332
"612",179,"intracranial volume",3,0.06867,0.363065549358477
"613",7,"squamous cell lung cancer",5,0.171312,0.364659653232785
"614",20,"heart rate",3,0.2149,0.366356937629639
"615",20,"bulimia nervosa",3,0.1076,0.367749210603237
"616",3,"fathers age at death",4,0.18,0.367894841457373
"617",3,"sleep duration",4,0.027,0.368083928231824
"618",20,"urate",3,0.244349066357518,0.369127897377995
"619",20,"mothers age at death",3,0.27,0.369412378770356
"620",1,"fasting glucose",5,0.08035,0.369647573096744
"621",20,"crohns disease",3,0.0846,0.370873589075791
"622",1,"pallidum volume",7,0.06154,0.371712952011851
"623",38,"caudate volume",3,0.1529,0.371733927603878
"624",10,"neuroticism",5,0.08885,0.37848521533636
"625",10,"subjective well being",3,0.2067,0.378835980913198
"626",2,"serum creatinine egfrcrea",15,0.0098,0.380094060578288
"627",7,"neoextraversion",4,0.1415,0.380574440165925
"628",6,"systemic lupus erythematosus",5,0.0578541,0.381412678020607
"629",10,"simple reaction time",3,0.1715,0.381700308096403
"630",1,"putamen volume",7,0.04079,0.383910034962287
"631",14,"mean cell haemoglobin concentration",3,0.2176,0.384592924443991
"632",140,"inflammatory bowel disease",3,0.3158,0.384994393894337
"633",4,"lung adenocarcinoma",3,0.116029,0.385047726323687
"634",18,"ulcerative colitis",3,0.1016,0.385898465681832
"635",10,"symbol search",3,0.170686901643934,0.385947782721634
"636",7,"g speed factor",4,0.05086,0.387249319013255
"637",26,"forearm bone mineral density",3,0.132645,0.387316287598282
"638",9,"mothers age at death",3,0.31,0.388225733571152
"639",2,"pallidum volume",23,0.002355,0.388759231075701
"640",179,"chronotype",3,0.052,0.38907166668912
"641",23,"difference in height between childhood and adulthood",3,0.0931869792724859,0.389537693821984
"642",2,"neoextraversion",14,0.1054,0.389771235350474
"643",3,"amygdala volume",3,0.1258,0.390438538889219
"644",2,"asthma",3,0.22724,0.390450856337299
"645",23,"simple reaction time",3,0.09956,0.392114401619169
"646",7,"chronotype",5,0.041,0.392659098747053
"647",20,"rheumatoid arthritis",3,0.064,0.393733643316303
"648",4,"femoral neck bone mineral density",3,0.220244,0.394310945471042
"649",20,"body fat",3,0.1137,0.394451387054322
"650",2,"anorexia nervosa",8,0.080053,0.39529288199909
"651",20,"former vs current smoker",3,0.237,0.395298455572689
"652",1,"neoconscientiousness",5,0.1595,0.395681273818862
"653",23,"amyotrophic lateral sclerosis",4,0.17313328527527,0.399738826571267
"654",2,"zinc",15,0.018,0.400865856846203
"655",7,"serum creatinine egfrcrea",4,0.16,0.401073651899335
"656",7,"difference in height between adolescence and adulthood",3,0.192631107307622,0.401093224306719
"657",23,"inspection time",3,0.07553,0.402015408610793
"658",18,"depressive symptoms",3,0.2408,0.403003915108186
"659",23,"overweight",3,0.062,0.403567571710237
"660",26,"myocardial infarction",3,0.248146125209523,0.406083136493815
"661",179,"forearm bone mineral density",3,0.166656,0.408983151878751
"662",17,"putamen volume",4,0.1566,0.40906728098201
"663",1,"intracranial volume",7,0.1176,0.411600298882444
"664",11,"caudate volume",3,0.1076,0.413539288285309
"665",10,"body fat",4,0.2003,0.413893181773282
"666",140,"sitting height ratio",3,0.19,0.414496792920805
"667",14,"former vs current smoker",3,0.05782,0.415585048211395
"668",7,"intracranial volume",5,0.08446,0.417068121398023
"669",2,"extreme waisttohip ratio",14,0.0094,0.417255390180817
"670",10,"years of schooling",5,0.1362,0.417685437488061
"671",10,"transferrin",3,0.318,0.417832584555856
"672",3,"rheumatoid arthritis",4,0.076,0.418156763076709
"673",10,"systemic lupus erythematosus",5,0.0230624,0.4186725425281
"674",7,"college completion",4,0.06977,0.41893539742733
"675",11,"systemic lupus erythematosus",3,0.0794161,0.420991004168267
"676",5,"inflammatory bowel disease",4,0.09433,0.421188978529129
"677",1,"total cholesterol",5,0.1049,0.421857275832256
"678",7,"neuroticism",5,0.1965,0.423063339200435
"679",9,"eczema",3,0.181872,0.423467423392679
"680",20,"hba1c",3,0.06978,0.424139022569245
"681",7,"difference in height between childhood and adulthood",3,0.268491809317962,0.425057173026338
"682",1,"college completion",5,0.1838,0.425609826876096
"683",17,"ulcerative colitis",4,0.1327,0.425669648789005
"684",6,"rheumatoid arthritis",6,0.036,0.42631601685186
"685",10,"selenium",3,0.078,0.426323286029435
"686",1,"infant head circumference",5,0.166,0.426610890452853
"687",23,"leptin",3,0.2321,0.42706014406784
"688",12,"top 1  survival",3,0.17,0.428077067130727
"689",2,"cigarettes smoked per day",15,0.07431,0.428179565065156
"690",9,"lung adenocarcinoma",3,0.216058,0.431276287082972
"691",11,"parents age at death",3,0.097,0.433646296421171
"692",14,"homab",3,0.09704,0.434005735904712
"693",23,"parents age at death",4,0.11,0.434154671948803
"694",12,"lumbar spine bone mineral density",3,0.165679,0.435435873353675
"695",10,"ever vs never smoked",3,0.2702,0.435835650422861
"696",20,"platelet count",3,0.1888,0.436631380066358
"697",14,"coronary heart disease",4,0.1216663,0.436636235945888
"698",11,"ulcerative colitis",3,0.1884,0.437937913787191
"699",2,"femoral neck bone mineral density",23,0.043896,0.4392534150935
"700",5,"ulcerative colitis",4,0.253,0.439400736064566
"701",4,"birth weight",3,0.14,0.439890299164533
"702",179,"coronary heart disease",3,0.2905751,0.439975011766807
"703",4,"coronary heart disease",3,0.2423027,0.440129619528348
"704",11,"thalamus volume",3,0.1679,0.441298459815187
"705",14,"platelet count",3,0.1063,0.443218482983319
"706",18,"inflammatory bowel disease",3,0.2401,0.443375756952697
"707",2,"neoagreeableness",14,0.005958,0.443618672894785
"708",14,"amygdala volume",3,0.2549,0.443811505993405
"709",10,"melanoma",3,0.3221,0.444311020691703
"710",23,"obesity class 1",3,0.14,0.444415473897047
"711",2,"age at menarche",15,0.0064,0.446324651667254
"712",11,"chronotype",3,0.16,0.44771119612052
"713",1,"neoneuroticism",5,0.04881,0.447734173212115
"714",6,"putamen volume",4,0.2251,0.449458712407247
"715",23,"college completion",3,0.2509,0.452519263226692
"716",1,"squamous cell lung cancer",7,0.097036,0.453722694774053
"717",11,"pallidum volume",3,0.08531,0.454052928895822
"718",2,"subjective well being",15,0.0214,0.454107937089417
"719",23,"triglycerides",3,0.2733,0.454626306381251
"720",9,"putamen volume",3,0.1576,0.455530703988153
"721",7,"femoral neck bone mineral density",5,0.216396,0.456856448538088
"722",140,"myocardial infarction",3,0.204373331614188,0.457664861674297
"723",38,"eczema",3,0.237377,0.458129295106268
"724",2,"oligoclonal band status",3,0.1714,0.459709987481903
"725",5,"bulimia nervosa",3,0.2498,0.460220408422739
"726",5,"fathers age at death",5,0.061,0.461246063264492
"727",10,"putamen volume",4,0.2138,0.462094026190332
"728",23,"bulimia nervosa",3,0.1274,0.465396185996805
"729",12,"amygdala volume",3,0.2348,0.465570895244082
"730",10,"coronary heart disease",4,0.1232962,0.465808473822496
"731",140,"thalamus volume",3,0.148,0.465916454798316
"732",38,"putamen volume",3,0.1023,0.467193738139173
"733",13,"lumbar spine bone mineral density",3,0.138094,0.467725893368307
"734",20,"caudate volume",3,0.1217,0.469120508647419
"735",1,"autism",4,0.3178,0.469491748782767
"736",2,"primary biliary cirrhosis",8,0.0348582,0.471518328895781
"737",140,"putamen volume",3,0.2775,0.471755299086373
"738",23,"amygdala volume",3,0.2353,0.473579853280373
"739",14,"plasma cortisol",3,0.189897,0.473755182219354
"740",14,"digit symbol",3,0.08674,0.475205586955304
"741",23,"difference in height between adolescence and adulthood",3,0.24096798304864,0.475595358491
"742",7,"depressive symptoms",5,0.05053,0.476054791018437
"743",14,"age of smoking initiation",3,0.191,0.476863697888498
"744",38,"alzheimers disease",3,0.2037,0.477191537492509
"745",26,"lung cancer",3,0.232899,0.477607004463824
"746",179,"bulimia nervosa",3,0.1728,0.478876175003149
"747",23,"femoral neck bone mineral density",3,0.155648,0.479126958184578
"748",10,"birth length",3,0.2637,0.480423210715175
"749",1,"obesity class 3",5,0.076,0.480806666488122
"750",23,"fasting proinsulin",3,0.2821,0.480887133668222
"751",1,"bipolar disorder",5,0.08517,0.482753761485019
"752",14,"symbol search",3,0.214975394149174,0.483032151125131
"753",11,"squamous cell lung cancer",3,0.256078,0.483344230392045
"754",6,"thalamus volume",4,0.189,0.485465953829016
"755",3,"squamous cell lung cancer",4,0.234125,0.486556166209932
"756",11,"top 1  survival",3,0.22,0.486753888757086
"757",38,"thalamus volume",3,0.23,0.486858118196564
"758",14,"obesity class 1",3,0.16,0.489378229161254
"759",1,"simple reaction time",5,0.1268,0.49106865206163
"760",20,"fasting insulin",3,0.2421,0.491822985840403
"761",7,"digit symbol",4,0.04189,0.494274964034104
"762",20,"bipolar disorder",3,0.1984,0.494327405129741
"763",14,"age at menopause",3,0.31,0.494761549768848
"764",7,"iron",4,0.2291,0.49500474686497
"765",3,"bulimia nervosa",4,0.1484,0.495677865690287
"766",140,"pallidum volume",3,0.1615,0.497458494840569
"767",20,"internalizing problems",3,0.2383,0.497463806776193
"768",12,"ulcerative colitis",3,0.2677,0.497931861007269
"769",23,"packed cell volume",3,0.1077,0.497993071303753
"770",23,"iron",3,0.3449,0.498638227809827
"771",4,"amyotrophic lateral sclerosis",3,0.110922729937024,0.499565137928598
"772",38,"lung cancer",3,0.190795,0.499879291554518
"773",11,"sleep duration",3,0.1,0.502096986541417
"774",11,"putamen volume",3,0.2009,0.502649883598334
"775",23,"childhood obesity",3,0.1737,0.503652087797386
"776",10,"age at menarche",3,0.31,0.504743678586598
"777",20,"college completion",3,0.08301,0.50478302555402
"778",1,"cigarettes smoked per day",5,0.1145,0.505396251771392
"779",2,"percent emphysema",15,0.06033,0.505688128702863
"780",10,"mean cell volume",3,0.1967,0.505899100517876
"781",7,"pgc crossdisorder traits",3,0.2513,0.506162252905098
"782",26,"amyotrophic lateral sclerosis",3,0.127340099296895,0.506194527236196
"783",6,"depressive symptoms",5,0.1184,0.506447563759683
"784",1,"obesity class 1",5,0.15,0.507516222833071
"785",1,"difference in height between childhood and adulthood",5,0.0742895687350426,0.508129547032849
"786",1,"copper",5,0.15,0.508136179883681
"787",9,"systemic lupus erythematosus",3,0.296268,0.508617953183787
"788",10,"primary biliary cirrhosis",3,0.119455,0.51006943845886
"789",20,"haemoglobin concentration",3,0.1663,0.510712264696848
"790",2,"former vs current smoker",15,0.03266,0.511305711257239
"791",11,"lumbar spine bone mineral density",3,0.171536,0.511710724434285
"792",10,"pagets disease",3,0.212679941603817,0.512134354154569
"793",23,"putamen volume",3,0.2227,0.51660892863032
"794",140,"squamous cell lung cancer",3,0.141989,0.517474539913029
"795",1,"top 1  survival",7,0.05,0.519327955406269
"796",7,"amyotrophic lateral sclerosis",5,0.160845191652772,0.51965836327865
"797",3,"forearm bone mineral density",4,0.143987,0.521001746156418
"798",4,"parents age at death",3,0.16,0.521438796747059
"799",10,"extreme body mass index",3,0.33,0.523332135496304
"800",23,"hippocampus volume",3,0.3816,0.523586042923374
"801",17,"intracranial volume",4,0.1968,0.525446488591765
"802",11,"inflammatory bowel disease",3,0.3516,0.526671503596957
"803",1,"nucleus accumbens volume",7,0.04685,0.52813447581099
"804",179,"amyotrophic lateral sclerosis",3,0.188045129239172,0.528158407487813
"805",20,"fasting proinsulin",3,0.2873,0.528948805057149
"806",23,"selenium",3,0.208,0.529407049236133
"807",140,"ulcerative colitis",3,0.2203,0.529494784551134
"808",14,"hba1c",3,0.1817,0.530931741091938
"809",2,"internalizing problems",15,0.04221,0.532212026905744
"810",18,"caudate volume",3,0.227,0.532431752774815
"811",7,"childhood obesity",4,0.2436,0.532737762609545
"812",11,"years of schooling",3,0.2824,0.533628980950114
"813",11,"bulimia nervosa",3,0.2674,0.5361691175686
"814",23,"4choice reaction time",3,0.1362,0.537166812711524
"815",1,"depressive symptoms",7,0.08472,0.537489289975504
"816",10,"hip circumference",3,0.27,0.537835963685761
"817",14,"2choice reaction time",3,0.1481,0.53879419408814
"818",17,"thalamus volume",4,0.229,0.539229444702491
"819",4,"mothers age at death",3,0.16,0.53926543468521
"820",26,"lung adenocarcinoma",3,0.106077,0.540034189776584
"821",17,"eczema",4,0.236484,0.540638525540084
"822",14,"caudate volume",3,0.3038,0.54228352325764
"823",4,"chronotype",3,0.35,0.54235669377065
"824",14,"thalamus volume",3,0.1119,0.543408077752397
"825",7,"inspection time",4,0.2307,0.544143694145383
"826",2,"juvenile idiopathic arthritis",4,0.07103,0.544437868452825
"827",2,"age of smoking initiation",15,0.07722,0.545162368660202
"828",20,"myocardial infarction",3,0.260596469957464,0.547306760217243
"829",14,"fasting insulin",3,0.2817,0.54758201367354
"830",2,"melanoma",6,0.08511,0.549426083771748
"831",2,"type 1 diabetes",5,0.0518286802338124,0.550018829030502
"832",17,"top 1  survival",4,0.13,0.552482404726967
"833",23,"corrected insulin response",3,0.172972,0.553000402922259
"834",1,"2choice reaction time",5,0.2954,0.555005939548525
"835",20,"fathers age at death",3,0.18,0.556372432841824
"836",1,"neoextraversion",5,0.1157,0.556487533508649
"837",20,"lung adenocarcinoma",3,0.353044,0.556684611846227
"838",1,"major depressive disorder",4,0.08197,0.557332579726799
"839",23,"nucleus accumbens volume",3,0.1218,0.557639743916231
"840",6,"bulimia nervosa",6,0.201,0.558413059004429
"841",38,"mothers age at death",3,0.17,0.561054527381414
"842",14,"inflammatory bowel disease",4,0.1463,0.561738644569315
"843",38,"squamous cell lung cancer",3,0.117332,0.562936798284817
"844",1,"ulcerative colitis",7,0.1018,0.56329869569095
"845",18,"amygdala volume",3,0.3239,0.564158135809505
"846",7,"birth weight",5,0.091,0.565258612231968
"847",9,"caudate volume",3,0.2875,0.565469024620484
"848",2,"infant head circumference",15,0.0098,0.565804183704858
"849",1,"serum cystatin c egfrcys",4,0.25,0.565849220762819
"850",11,"femoral neck bone mineral density",3,0.197469,0.567307474483908
"851",1,"rheumatoid arthritis",7,0.18,0.567865096129921
"852",12,"schizophrenia",3,0.2715,0.568804406266899
"853",23,"mean cell volume",3,0.2972,0.569262611798817
"854",7,"major depressive disorder",3,0.2223,0.570330581467873
"855",14,"serum creatinine egfrcrea",3,0.23,0.571343330473598
"856",20,"years of schooling",3,0.1604,0.572442832934113
"857",17,"inflammatory bowel disease",4,0.07339,0.572442915926944
"858",140,"mothers age at death",3,0.2,0.572809640370842
"859",38,"pallidum volume",3,0.3358,0.574271291168268
"860",4,"squamous cell lung cancer",3,0.201836,0.574862415545493
"861",16,"fathers age at death",3,0.21,0.575110948597326
"862",18,"amyotrophic lateral sclerosis",3,0.181642678204598,0.575830965351576
"863",4,"lumbar spine bone mineral density",3,0.282235,0.575918420673447
"864",1,"pgc crossdisorder traits",4,0.07054,0.576014237541875
"865",1,"leptin",5,0.2353,0.577441203272634
"866",23,"platelet count",3,0.1827,0.578321706689875
"867",17,"birth weight",4,0.17,0.578806253851144
"868",4,"ulcerative colitis",3,0.1403,0.579088531149309
"869",1,"inspection time",5,0.2057,0.581806905142368
"870",18,"crohns disease",3,0.172,0.582427761475122
"871",38,"parents age at death",3,0.15,0.584232136469604
